evolution rate,length lived,species population time,population
0.295,53,99,1
0.115,277,1575,5
0.093,1418,16847,11
0.089,318,1722,5
0.1,1516,17827,11
0.331,62,94,1
0.104,117,332,2
0.108,263,499,1
0.136,169,1006,5
0.097,173,274,1
0.225,99,111,1
0.093,59,152,2
0.089,75,103,1
0.086,53,136,2
0.068,691,6055,8
0.204,90,245,2
0.212,113,267,2
0.199,249,961,3
0.172,200,771,3
0.113,70,189,2
0.31,69,146,2
0.181,1114,19186,17
0.2,101,218,2
0.178,1087,13914,12
0.122,245,2029,8
0.076,113,277,2
0.089,72,305,4
0.07,65,309,4
0.135,974,7537,7
0.113,136,343,2
0.061,70,95,1
0.107,80,105,1
0.092,102,190,1
0.115,67,196,2
0.107,111,160,1
0.111,164,460,2
0.063,162,596,3
0.063,141,684,4
0.063,285,2739,9
0.055,357,5022,14
0.178,64,94,1
0.145,489,4591,9
0.324,68,118,1
0.34,249,1791,7
0.293,58,104,1
0.33,201,1758,8
0.314,222,1182,5
0.263,134,358,2
0.265,110,271,2
0.24,112,220,1
0.232,794,12731,16
0.204,999,8123,8
0.151,134,384,2
0.137,995,12512,12
0.309,78,126,1
0.28,97,176,1
0.247,59,141,2
0.288,101,243,2
0.275,128,333,2
0.254,126,145,1
0.276,58,105,1
0.233,504,2771,5
0.21,114,288,2
0.217,156,298,1
0.194,112,197,1
0.163,124,401,3
0.069,218,971,4
0.086,84,354,4
0.093,560,8326,14
0.093,121,348,2
0.091,62,103,1
0.079,132,312,2
0.329,786,13484,17
0.301,220,1231,5
0.335,120,290,2
0.294,126,198,1
0.281,110,397,3
0.243,748,7304,9
0.185,191,773,4
0.161,61,94,1
0.183,88,161,1
0.161,263,939,3
0.085,239,719,3
0.056,134,203,1
0.267,96,206,2
0.226,175,514,2
0.202,78,423,5
0.202,983,7785,7
0.158,201,2076,10
0.085,88,250,2
0.058,59,156,2
0.347,59,99,1
0.053,88,151,1
0.086,293,1587,5
0.124,327,890,2
0.355,545,2502,4
0.339,66,110,1
0.32,158,172,1
0.308,1027,12055,11
0.306,1451,17553,12
0.296,1675,26216,15
0.259,213,1190,5
0.278,383,5631,14
0.241,190,288,1
0.275,993,13620,13
0.275,633,4506,7
0.209,178,403,2
0.19,89,591,6
0.173,156,444,2
0.164,738,5618,7
0.155,211,1394,6
0.168,215,732,3
0.138,105,258,2
0.1,93,145,1
0.062,406,3847,9
0.081,149,271,1
0.109,166,279,1
0.264,118,723,6
0.253,733,8359,11
0.241,489,3742,7
0.231,68,147,2
0.213,142,165,1
0.221,49,87,1
0.199,177,574,3
0.19,199,488,2
0.147,790,9567,12
0.075,61,108,1
0.112,100,221,2
0.082,854,10393,12
0.146,213,364,1
0.124,292,1202,4
0.123,214,1065,4
