evolution rate,length lived,species population time,population
0.283333,50,132,2
0.313533,477,16642,34
0.23241,98,312,3
0.399426,128,471,3
0.235043,2884,352339,122
0.274222,202,1387,6
0.070943,414,12730,30
0.161641,115,209,1
0.169266,3148,230891,73
0.215463,899,45950,51
0.258195,57,101,1
0.101661,126,230,1
0.27615,66,177,2
0.200677,114,265,2
0.197542,92,607,6
0.052907,396,40096,101
0.260065,82,197,2
0.2655,837,42289,50
0.101421,218,720,3
0.244471,126,379,3
0.124179,55,100,1
0.180802,142,553,3
0.124798,191,8419,44
0.322445,168,1585,9
0.248742,82,152,1
0.213291,83,150,1
0.06251,369,26278,71
0.322965,140,880,6
0.136833,205,1529,7
0.303454,320,2903,9
0.235916,272,6002,22
0.090164,669,6677,9
0.373435,72,187,2
0.338276,237,1311,5
0.341667,113,1038,9
0.338178,96,99,1
0.311313,56,105,1
0.362189,87,285,3
0.376227,38,40,1
0.320323,57,102,1
0.05022,1171,58624,50
0.282182,81,200,2
0.219462,71,107,1
0.309424,298,3842,12
0.397245,286,13152,45
0.235081,148,592,4
0.382516,1887,143405,75
0.294301,641,23677,36
0.33,69,844,12
0.251943,64,102,1
0.370167,99,216,2
0.310614,143,1811,12
0.211957,674,103718,153
0.287311,115,379,3
0.085361,471,82905,176
0.322455,94,390,4
0.388486,80,137,1
0.12703,405,25200,62
0.085308,489,36047,73
0.351846,113,920,8
0.382115,131,295,2
0.184939,1402,86767,61
0.10772,49,89,1
0.150503,414,12289,29
0.295964,287,15031,52
0.077622,316,32366,102
0.382041,344,6164,17
0.249636,431,16103,37
0.315551,88,370,4
0.196454,62,164,2
0.326789,244,7896,32
0.152176,138,247,1
0.306667,98,1200,12
0.108389,471,33404,70
0.317021,1190,46656,39
0.125485,172,405,2
0.273118,824,110936,134
0.372347,55,100,1
0.134096,153,2213,14
0.271941,577,23863,41
0.231802,297,8187,27
0.158051,249,7485,30
0.182128,132,929,7
0.284067,256,3218,12
0.112119,89,153,1
0.211483,128,248,1
0.159143,90,182,2
0.373683,55,90,1
0.295226,105,199,1
0.073333,718,61549,85
