enviorment change rate,master run,apex x,apex y,sigma left,sigma right,r2,equation
0.5,8503,0.108,2166.3098269786815,0.0004136627833609784,0.00023365879277570641,0.11394785849389544,y=2166.31*exp(-(|x-0.108|^0.2)/(2*0.000413663^0.2)) for x<=0.108; y=2166.31*exp(-(|x-0.108|^0.2)/(2*0.000233659^0.2)) for x>0.108
0.51,8504,0.108,2216.8890010144487,0.0001954004629734787,0.0002817725712659871,0.060882482989580655,y=2216.89*exp(-(|x-0.108|^0.2)/(2*0.0001954^0.2)) for x<=0.108; y=2216.89*exp(-(|x-0.108|^0.2)/(2*0.000281773^0.2)) for x>0.108
0.52,8505,0.12,1743.6135784119315,0.0017425473928752374,0.0005049188390422026,0.07626619818428093,y=1743.61*exp(-(|x-0.12|^0.2)/(2*0.00174255^0.2)) for x<=0.12; y=1743.61*exp(-(|x-0.12|^0.2)/(2*0.000504919^0.2)) for x>0.12
0.53,8506,0.12,1307.7006388745547,0.0006511423881386525,3.5000000000000004e-05,0.05395204221337557,y=1307.7*exp(-(|x-0.12|^0.1)/(2*0.000651142^0.1)) for x<=0.12; y=1307.7*exp(-(|x-0.12|^0.1)/(2*3.5e-05^0.1)) for x>0.12
0.54,8507,0.097,2208.312658027823,0.00019099661399836715,0.0003113260962782333,0.07002793778165706,y=2208.31*exp(-(|x-0.097|^0.2)/(2*0.000190997^0.2)) for x<=0.097; y=2208.31*exp(-(|x-0.097|^0.2)/(2*0.000311326^0.2)) for x>0.097
0.55,8508,0.108,2217.048532947021,0.00023569794918947432,0.00026477009957925386,0.07554104364897352,y=2217.05*exp(-(|x-0.108|^0.2)/(2*0.000235698^0.2)) for x<=0.108; y=2217.05*exp(-(|x-0.108|^0.2)/(2*0.00026477^0.2)) for x>0.108
0.56,8509,0.097,2008.9660589795196,0.0003352094968614828,0.00042553232047061544,0.06248863219738443,y=2008.97*exp(-(|x-0.097|^0.2)/(2*0.000335209^0.2)) for x<=0.097; y=2008.97*exp(-(|x-0.097|^0.2)/(2*0.000425532^0.2)) for x>0.097
0.57,8510,0.108,2062.4726959554982,0.00034293849251380187,0.0003193737032547013,0.06616903337503521,y=2062.47*exp(-(|x-0.108|^0.2)/(2*0.000342938^0.2)) for x<=0.108; y=2062.47*exp(-(|x-0.108|^0.2)/(2*0.000319374^0.2)) for x>0.108
0.58,8511,0.12,1378.4072639361605,0.0006613963887154986,3.5000000000000004e-05,0.05734344994658225,y=1378.41*exp(-(|x-0.12|^0.1)/(2*0.000661396^0.1)) for x<=0.12; y=1378.41*exp(-(|x-0.12|^0.1)/(2*3.5e-05^0.1)) for x>0.12
0.59,8512,0.12,1901.5938893926389,0.0008762078552486048,0.00039323118723357203,0.07057637610779444,y=1901.59*exp(-(|x-0.12|^0.2)/(2*0.000876208^0.2)) for x<=0.12; y=1901.59*exp(-(|x-0.12|^0.2)/(2*0.000393231^0.2)) for x>0.12
