evolution rate,arithmetic mean length lived,arithmetic mean species population time
0.051,806.5,10990.0
0.052,1573.75,136710.25
0.054,288.0,1757.0
0.06,1479.0,48691.666666666664
0.062,1793.6666666666667,98572.66666666667
0.065,3265.0,107588.0
0.066,2380.0,255019.0
0.069,785.0,48614.0
0.07,61.0,142.0
0.075,2669.0,231918.0
0.076,534.5,1883.0
0.078,2367.0,291016.0
0.079,1191.0,8621.0
0.08,4001.0,647621.0
0.081,1045.0,53925.0
0.083,1065.0,9478.0
0.085,760.0,85906.0
0.086,166.0,804.0
0.089,1090.0,15858.0
0.091,419.0,3182.0
0.092,68.0,83.0
0.094,636.5,10133.5
0.097,1526.6,92746.6
0.102,185.0,883.5
0.103,1682.0,172507.0
0.104,668.0,21810.0
0.105,332.0,9679.0
0.107,2101.0,246066.0
0.111,1120.0,137817.0
0.114,66.0,100.0
0.116,1351.0,135554.5
0.117,947.0,55486.0
0.118,1322.0,85766.0
0.12,366.0,7294.0
0.121,361.0,15320.0
0.122,1206.0,68221.0
0.124,1944.0,93882.0
0.125,248.0,1813.0
0.13,391.5,30239.5
0.132,222.0,1586.0
0.133,653.0,11219.0
0.139,536.0,13269.0
0.14,649.0,15592.0
0.143,85.0,243.5
0.146,333.0,16393.0
0.149,758.0,91556.0
0.154,71.0,95.0
0.155,171.5,3072.0
0.161,92.0,148.0
0.162,91.0,104.0
0.164,59.0,111.0
0.167,167.0,210.0
0.168,75.0,90.0
0.17,100.0,274.0
0.174,444.0,19033.0
0.176,285.5,2485.0
0.179,57.5,96.5
0.183,93.0,102.0
0.188,1166.0,53436.0
0.198,2737.0,157186.0
0.201,261.0,2297.0
0.202,67.0,211.0
0.203,3215.0,234212.0
0.205,282.0,1293.0
0.207,533.0,5756.0
0.214,87.0,101.0
0.215,59.0,155.0
0.216,2083.0,200559.0
0.221,47.0,57.0
0.222,134.0,750.0
0.223,751.0,22376.0
0.225,1140.0,56126.0
0.227,1672.0,96211.0
0.23,141.0,646.0
0.231,781.0,27310.0
0.232,96.0,107.0
0.237,56.0,91.0
0.238,859.0,56179.0
0.239,68.0,97.0
0.24,72.0,95.0
0.242,443.0,12031.0
0.243,136.0,832.0
0.245,97.0,111.0
0.247,74.0,100.0
0.251,72.0,104.0
0.252,283.0,2556.0
0.254,161.0,433.5
0.255,91.0,136.0
0.261,124.0,564.0
0.265,129.0,237.0
0.267,93.5,214.5
0.269,586.0,30677.0
0.272,65.0,100.0
0.274,269.0,1579.0
0.275,191.0,780.0
0.28,144.0,334.0
0.282,84.0,156.0
0.287,142.0,296.0
0.288,70.0,89.0
0.291,227.0,1971.0
0.292,137.0,186.0
0.293,119.0,160.0
0.297,79.0,94.0
0.298,112.0,141.0
0.302,91.0,101.0
0.304,98.0,145.0
0.305,56.0,97.0
0.308,103.0,108.0
0.315,115.0,324.0
0.318,84.0,192.0
0.319,88.0,197.0
0.323,66.0,88.0
0.324,92.5,152.0
0.325,146.0,208.0
0.331,90.0,169.0
0.333,84.0,246.0
0.335,63.0,176.5
0.339,168.0,1130.0
0.342,101.0,203.0
0.347,990.0,75295.0
0.349,96.0,98.0
0.351,390.0,11962.0
0.356,74.0,103.0
0.359,66.0,107.0
0.361,179.0,1765.0
0.362,79.0,140.0
0.363,92.0,143.0
0.369,116.0,207.0
0.372,67.66666666666667,113.66666666666667
0.374,843.0,34237.0
0.375,193.0,1606.0
0.377,654.0,181654.0
0.389,198.0,2613.0
0.397,66.0,103.0
0.399,67.0,97.0
